chrom	start	end	chunk_start	chunk_end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr18_chunk12	32086131	32091974	32086131	34971907	ukb24310_c18_b1604_v1.chunk2	file-J1gfqvQJ6qq61K202JZbXjYJ	file-J1gfqxjJ6qqB6yvBQ2z6Yx0K	file-J1gfqy0J6qqJ1YXx1pyFp5FF	file-J1gfqy8J6qqB6yvBQ2z6Yx0Q
chr18_chunk12	32091975	32096563	32086131	34971907	ukb24310_c18_b1604_v1.chunk3	file-J1gfvKjJ6qq33k1X98916j8V	file-J1gfvQ0J6qq9ZQqJ8QKZ16kX	file-J1gfvQ8J6qq9ZQqJ8QKZ16kZ	file-J1gfvQQJ6qq9ZQqJ8QKZ16kf
chr18_chunk12	32096565	32099999	32086131	34971907	ukb24310_c18_b1604_v1.chunk4	file-J1gv6vjJfv2p6yvBQ2z73gpy	file-J1gv6xjJfv2vPF5f7v83kbB0	file-J1gv6y0Jfv2vPF5f7v83kbB2	file-J1gv6y8Jfv2Y3qFx1z5f1XVf
chr18_chunk12	32100001	32105484	32086131	34971907	ukb24310_c18_b1605_v1.chunk1	file-J1j3Qk0JGb29bvGgYx7QZGk9	file-J1j3QpQJGb2GPF5f7v84v0kV	file-J1j3QpjJGb27VJGkjZ4gjGxk	file-J1j3QpjJGb27VJGkjZ4gjGxq
chr18_chunk12	32105488	32111130	32086131	34971907	ukb24310_c18_b1605_v1.chunk2	file-J1j3QfjJGb29bvGgYx7QZGk3	file-J1j3Qj0JGb2GjbXfFvv7bz82	file-J1j3Qj8JGb2GjbXfFvv7bz84	file-J1j3QjQJGb27VJGkjZ4gjGxQ
chr18_chunk12	32111133	32119991	32086131	34971907	ukb24310_c18_b1605_v1.chunk3	file-J1gfzYQJ6qq1B69BgBFyg7vj	file-J1gfzfQJ6qq4vyqybqjyqZFY	file-J1gfzfjJ6qq4KBFzFJB54q8f	file-J1gfzg0J6qq4KBFzFJB54q8j
chr18_chunk12	32120001	32126221	32086131	34971907	ukb24310_c18_b1606_v1.chunk1	file-J1gfpX0J6qq3FvVbVGFg3Zgk	file-J1gfpYQJ6qq948QVyYzB3byK	file-J1gfpZ0J6qq6F8663v8yFZkp	file-J1gfpZQJ6qq91FXzxGv17kp7
chr18_chunk12	32126223	32132243	32086131	34971907	ukb24310_c18_b1606_v1.chunk2	file-J1gfpz8J6qq4KBFzFJB54pyP	file-J1gfq0QJ6qq756ZFXjx5XZ5z	file-J1gfq0jJ6qq4vyqybqjyqZ0Y	file-J1gfq10J6qq4KBFzFJB54pyV
chr18_chunk12	32132244	32139995	32086131	34971907	ukb24310_c18_b1606_v1.chunk3	file-J1gg0j8J6qq02pjgbKpq4Q07	file-J1gg0p0J6qq8vVG93JXJj3j8	file-J1gg0p8J6qq8vVG93JXJj3jB	file-J1gg0pQJ6qq4Ff1Qx6B2Ffz8
chr18_chunk12	32140004	32145414	32086131	34971907	ukb24310_c18_b1607_v1.chunk1	file-J1gvGKjJfv2X9gG5PFF9B0g7	file-J1gvGQ0Jfv2z0jyQ6zKb8J7k	file-J1gvGQ8Jfv2Qp4yy6jqyjkj9	file-J1gvGQQJfv2vVXQ8X6x22xxJ
chr18_chunk12	32145419	32149710	32086131	34971907	ukb24310_c18_b1607_v1.chunk2	file-J1gfvV0J6qq1JJ7GgqVzgXyy	file-J1gfvX8J6qq1JJ7GgqVzgXz0	file-J1gfvXQJ6qqFq8fBJx46P9YX	file-J1gfvXjJ6qq9j3G23kXGYZZb
chr18_chunk12	32149711	32155775	32086131	34971907	ukb24310_c18_b1607_v1.chunk3	file-J1gfqkjJ6qqFvjJZF7bXZj2p	file-J1gfqq8J6qq33k1X98916j2Q	file-J1gfqqQJ6qqJ1YXx1pyFp5F3	file-J1gfqv0J6qq33k1X98916j2v
chr18_chunk12	32155776	32159993	32086131	34971907	ukb24310_c18_b1607_v1.chunk4	file-J1gfggQJ6qqFGG2xb8zj5GQ0	file-J1gfgjjJ6qq0b81bXFJ12gP0	file-J1gfgjjJ6qq12yZ2qpZJJ40q	file-J1gfgk0J6qqJ3556gyQQQyFY
chr18_chunk12	32160001	32166810	32086131	34971907	ukb24310_c18_b1608_v1.chunk1	file-J1j3Pz8JGb217G1KpKvvQY5P	file-J1j3Q0jJGb2GPF5f7v84v0gv	file-J1j3Q10JGb2B3Bk2vqGJK8Kq	file-J1j3Q10JGb27VJGkjZ4gjGpZ
chr18_chunk12	32166811	32173045	32086131	34971907	ukb24310_c18_b1608_v1.chunk2	file-J1j3QB0JGb29bvGgYx7QZGjQ	file-J1j3QGQJGb229pJJPQQ8fKXX	file-J1j3QGjJGb26jQV0q3FQZJVq	file-J1j3QGjJGb26jQV0q3FQZJVx
chr18_chunk12	32173046	32179999	32086131	34971907	ukb24310_c18_b1608_v1.chunk3	file-J1j3Vy8JGb2K7kPZ6vz2YP1y	file-J1j3VzQJGb229pJJPQQ8fKbP	file-J1j3VzjJGb26jQV0q3FQZJbV	file-J1j3X00JGb2K7kPZ6vz2YP20
chr18_chunk12	32180001	32186920	32086131	34971907	ukb24310_c18_b1609_v1.chunk1	file-J1j3K70J62jg3b826x1p3PpB	file-J1j3K88J62jgJZ8ppp3GYV54	file-J1j3K8QJ62jk0YpkjQ90pb2y	file-J1j3K8jJ62jQgX47Z59G4GG4
chr18_chunk12	32186927	32193994	32086131	34971907	ukb24310_c18_b1609_v1.chunk2	file-J1j3Kf0J62jZ65v4vy5xFYYb	file-J1j3KgjJ62jpY6fGf3Jj423p	file-J1j3Kj0J62jz6f6ZGfxgQBpp	file-J1j3Kj0J62jVJJ7GgqVVppyx
chr18_chunk12	32193995	32199995	32086131	34971907	ukb24310_c18_b1609_v1.chunk3	file-J1j3KxjJ62jkZQqJ8QKfGPxf	file-J1j3Kz0J62jz0jyQ6zKfJf81	file-J1j3Kz8J62jQp4yy6jqQ5ZJ7	file-J1j3KzQJ62jV2yZ2qpZPXg2j
chr18_chunk12	32200005	32206899	32086131	34971907	ukb24310_c18_b1610_v1.chunk1	file-J1j3V7jJGb29Kf7fkJ8YK2Q6	file-J1j3V98JGb2GjbXfFvv7bzJ7	file-J1j3V98JGb2B3Bk2vqGJK8QX	file-J1j3V9QJGb229gG5PFFBjBg2
chr18_chunk12	32206901	32213870	32086131	34971907	ukb24310_c18_b1610_v1.chunk2	file-J1j3VYQJGb229gG5PFFBjBg8	file-J1j3VZjJGb26jQV0q3FQZJZV	file-J1j3Vb0JGb21pPV2FY6KqYBf	file-J1j3Vb8JGb21pPV2FY6KqYBj
chr18_chunk12	32213878	32219999	32086131	34971907	ukb24310_c18_b1610_v1.chunk3	file-J1j3JjQJ62jVJJ7GgqVVp7Gg	file-J1j3JkjJ62jXj5k8fB7XQZGg	file-J1j3Jp0J62jZgFVX7K55Xp31	file-J1j3Jp8J62jqG8zbJkgQ1K4Z
chr18_chunk12	32220005	32226329	32086131	34971907	ukb24310_c18_b1611_v1.chunk1	file-J1gvFpjJfv2ZfQJGb5v855p5	file-J1gvFvjJfv2QQ51172q6bBYy	file-J1gvFx0Jfv2QQ51172q6bBZ2	file-J1gvFx8Jfv2V1p9k4Y0G4B2k
chr18_chunk12	32226330	32231406	32086131	34971907	ukb24310_c18_b1611_v1.chunk2	file-J1gvFVQJfv2QgX47Z59BpVxy	file-J1gvFY0Jfv2g3b826x1jqPpv	file-J1gvFYQJfv2kj3G23kXJgb2P	file-J1gvFYQJfv2qq8fBJx47VFYx
chr18_chunk12	32231410	32239999	32086131	34971907	ukb24310_c18_b1611_v1.chunk3	file-J1gvPz8Jfv2qp5BB5G86z482	file-J1gvQ10Jfv2VvKFJy9qjfpBj	file-J1gvQ18Jfv2pbVVffqx11vBF	file-J1gvQ1QJfv2VvKFJy9qjfpBv
chr18_chunk12	32240001	32246737	32086131	34971907	ukb24310_c18_b1612_v1.chunk1	file-J1gfpXjJ6qq6F8663v8yFZkb	file-J1gfpZjJ6qq4vyqybqjyqZ0J	file-J1gfpZjJ6qq6fY3yGGxVqFG8	file-J1gfpb0J6qq6x3fK3XFj2YX3
chr18_chunk12	32246739	32253131	32086131	34971907	ukb24310_c18_b1612_v1.chunk2	file-J1j3Px0JGb24KBFzFJB72Zfz	file-J1j3Py8JGb229pJJPQQ8fKVX	file-J1j3PyQJGb2K7kPZ6vz2YKv8	file-J1j3PyjJGb229pJJPQQ8fKVZ
chr18_chunk12	32253136	32260000	32086131	34971907	ukb24310_c18_b1612_v1.chunk3	file-J1j3Q38JGb233qFx1z5gKPY9	file-J1j3Q5QJGb2GjbXfFvv7bz78	file-J1j3Q5QJGb29bvGgYx7QZGjB	file-J1j3Q5jJGb2GPF5f7v84v0jF
chr18_chunk12	32260003	32266496	32086131	34971907	ukb24310_c18_b1613_v1.chunk1	file-J1j3PqQJGb2B3Bk2vqGJK8KP	file-J1j3PvjJGb29bvGgYx7QZGgQ	file-J1j3Px0JGb2GPF5f7v84v0gj	file-J1j3Px8JGb2B3Bk2vqGJK8Kg
chr18_chunk12	32266503	32272625	32086131	34971907	ukb24310_c18_b1613_v1.chunk2	file-J1j3QB0JGb27VJGkjZ4gjGqG	file-J1j3QGjJGb29Kf7fkJ8YJKpP	file-J1j3QJ0JGb27VJGkjZ4gjGqQ	file-J1j3QJ0JGb29Kf7fkJ8YJKpV
chr18_chunk12	32272627	32279983	32086131	34971907	ukb24310_c18_b1613_v1.chunk3	file-J1j3Qz0JGb2B3Bk2vqGJK8Pz	file-J1j3V08JGb2GjbXfFvv7bz8j	file-J1j3V0QJGb233qFx1z5gP35X	file-J1j3V0jJGb2GjbXfFvv7bz8v
chr18_chunk12	32280003	32286471	32086131	34971907	ukb24310_c18_b1614_v1.chunk1	file-J1j3PYQJGb29Kf7fkJ8YGq8Z	file-J1j3PZjJGb26fY3yGGxZ09QX	file-J1j3Pb0JGb21B69BgBFQgG1v	file-J1j3Pb8JGb24KBFzFJB72Zfg
chr18_chunk12	32286473	32292885	32086131	34971907	ukb24310_c18_b1614_v1.chunk2	file-J1j3Pg0JGb24vyqybqjQpKbb	file-J1j3Pj8JGb233qFx1z5gKPVF	file-J1j3PjQJGb229gG5PFFBgg39	file-J1j3PjjJGb27VJGkjZ4gjGpK
