chrom	start	end	chunk_start	chunk_end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr18_chunk23	64039029	64044510	64039029	67039026	ukb24310_c18_b3202_v1.chunk1	file-J1j4X60J3jJb0g90JVx1Jz6G	file-J1j4X90J3jJxqz51JkXyXbG8	file-J1j4X90J3jJxqz51JkXyXbGB	file-J1j4X98J3jJfjQV0q3FQZQ3k
chr18_chunk23	64044517	64050879	64039029	67039026	ukb24310_c18_b3202_v1.chunk2	file-J1j4VYjJ3jJZ3pVbf4YXgK25	file-J1j4Vb8J3jJb0g90JVx1Jz5z	file-J1j4VbQJ3jJVJpfF1KBGfF79	file-J1j4Vf0J3jJfF8663v8Q4yP2
chr18_chunk23	64050882	64059028	64039029	67039026	ukb24310_c18_b3202_v1.chunk3	file-J1j4fXjJ3jJZ65v4vy5xFjxQ	file-J1j4fZQJ3jJkbvGgYx7Qbg0X	file-J1j4fZjJ3jJp3Bk2vqGJPYjZ	file-J1j4fb0J3jJp3Bk2vqGJPYjf
chr18_chunk23	64059029	64062791	64039029	67039026	ukb24310_c18_b3203_v1.chunk1	file-J1j4b20J3jJZzJv662ffYzF1	file-J1j4b3QJ3jJkbvGgYx7QbfkY	file-J1j4b3QJ3jJgVJGkjZ4gkgY8	file-J1j4b3jJ3jJvjbXfFvv7fk5z
chr18_chunk23	64062792	64066112	64039029	67039026	ukb24310_c18_b3203_v1.chunk2	file-J1j4bX0J3jJvjbXfFvv7fk6j	file-J1j4bYjJ3jJgVJGkjZ4gkgZ1	file-J1j4bZ0J3jJkbvGgYx7Qbfvx	file-J1j4bZ8J3jJp3Bk2vqGJPYQj
chr18_chunk23	64066114	64072259	64039029	67039026	ukb24310_c18_b3203_v1.chunk3	file-J1j4X60J3jJfF8663v8Q4yQ7	file-J1j4X90J3jJx1YXx1pyJb38G	file-J1j4X98J3jJp6yvBQ2z8Gzq5	file-J1j4X9QJ3jJQ2pjgbKpvv93J
chr18_chunk23	64072261	64079028	64039029	67039026	ukb24310_c18_b3203_v1.chunk4	file-J1j5PQjJj48YXGFbzKk32j04	file-J1j5PXQJj48qkb68xB2yKf9Q	file-J1j5PXjJj48YXGFbzKk32j06	file-J1j5PY0Jj48q1Q09pqG8jX08
chr18_chunk23	64079033	64085587	64039029	67039026	ukb24310_c18_b3204_v1.chunk1	file-J1gPvK0JFvb29gG5PFF83ZJY	file-J1gPvP8JFvb29gG5PFF83ZJb	file-J1gPvPQJFvbB3Bk2vqGF3x6b	file-J1gPvPjJFvbGPF5f7v82xKkJ
chr18_chunk23	64085588	64092046	64039029	67039026	ukb24310_c18_b3204_v1.chunk2	file-J1gPvY8JFvb0659VFYPgVgfJ	file-J1gPvb8JFvb9Kf7fkJ8V5pB0	file-J1gPvbQJFvb9Kf7fkJ8V5pB2	file-J1gPvbjJFvb33qFx1z5b1p7G
chr18_chunk23	64092051	64099028	64039029	67039026	ukb24310_c18_b3204_v1.chunk3	file-J1gPy28JFvbGPF5f7v82xP0P	file-J1gPy3jJFvb6g775zkXvByJ4	file-J1gPy40JFvb47VGjxYxKx2YY	file-J1gPy48JFvb70GbxfXZ96Bq6
chr18_chunk23	64099030	64105423	64039029	67039026	ukb24310_c18_b3205_v1.chunk1	file-J1jf1VjJqbp6bzkGxJYPFXP9	file-J1jf1YQJqbp29gG5PFFFf4zf	file-J1jf1YjJqbpP9g82XgJ9KfZf	file-J1jf1Z0Jqbp4pY8fJ1pY030K
chr18_chunk23	64105424	64111845	64039029	67039026	ukb24310_c18_b3205_v1.chunk2	file-J1jf15jJqbp3FqGX25BpzvvQ	file-J1jf178JqbpB3Bk2vqGKPYvV	file-J1jf17QJqbp9Kf7fkJ8ZFk7p	file-J1jf17jJqbpGPF5f7v85pK5K
chr18_chunk23	64111847	64119021	64039029	67039026	ukb24310_c18_b3205_v1.chunk3	file-J1jf2x0JqbpKv46GK426f2KK	file-J1jf2y8Jqbp6F8663v8VZZ6f	file-J1jf2yQJqbp7P1PkZJkPKbGY	file-J1jf2yjJqbp6F8663v8VZZ6p
chr18_chunk23	64119031	64125450	64039029	67039026	ukb24310_c18_b3206_v1.chunk1	file-J1jf1FQJqbpB3Bk2vqGKPYxj	file-J1jf1GjJqbpGjbXfFvv8bBv3	file-J1jf1J0Jqbp6bzkGxJYPFXKy	file-J1jf1J8JqbpK919QZKZQVqz2
chr18_chunk23	64125451	64132024	64039029	67039026	ukb24310_c18_b3206_v1.chunk2	file-J1jf1B0Jqbp33qFx1z5jPQ7X	file-J1jf1GQJqbpGPF5f7v85pK6Q	file-J1jf1GjJqbp2zXP1YbBVykBz	file-J1jf1J0JqbpGjbXfFvv8bBv5
chr18_chunk23	64132031	64139025	64039029	67039026	ukb24310_c18_b3206_v1.chunk3	file-J1jf33QJqbp7P1PkZJkPKbGz	file-J1jf34jJqbp3FqGX25Bpzx27	file-J1jf350Jqbp6bzkGxJYPFXfK	file-J1jf358Jqbp3FqGX25Bpzx2F
chr18_chunk23	64139030	64143782	64039029	67039026	ukb24310_c18_b3207_v1.chunk1	file-J1gKYXQJ5YzBY6fGf3JbQy2K	file-J1gKYZ0J5Yz9ZQqJ8QKYQzxp	file-J1gKYZ8J5YzP6f6ZGfxZjvFZ	file-J1gKYZ8J5YzBY6fGf3JbQy2Q
chr18_chunk23	64143783	64149756	64039029	67039026	ukb24310_c18_b3207_v1.chunk2	file-J1gKXfQJ5Yz465v4vy5pg5J4	file-J1gKXk8J5Yz4Ff1Qx6B1q33G	file-J1gKXkQJ5Yz8G7G14VKG6KQG	file-J1gKXkjJ5Yz2vQ8Jb54740KZ
chr18_chunk23	64149757	64155620	64039029	67039026	ukb24310_c18_b3207_v1.chunk3	file-J1gKXVjJ5Yz5zBgpkZjjPPGJ	file-J1gKXY8J5YzKYGGKb64jV3vf	file-J1gKXYQJ5YzBjZ88Yjf977FJ	file-J1gKXYjJ5YzBjZ88Yjf977FY
chr18_chunk23	64155621	64159027	64039029	67039026	ukb24310_c18_b3207_v1.chunk4	file-J1gKJG0J5Yz8vVG93JXJ2vPb	file-J1gKJJ0J5Yz8G7G14VKG6JVx	file-J1gKJJ8J5Yz2vQ8Jb5473yQp	file-J1gKJJQJ5Yz8G7G14VKG6JVz
chr18_chunk23	64159032	64164724	64039029	67039026	ukb24310_c18_b3208_v1.chunk1	file-J1gKXbjJ5Yz4gFVX7K534KYX	file-J1gKXj8J5Yz2vQ8Jb54740KV	file-J1gKXjjJ5Yz06jFQV2XQY1Zj	file-J1gKXk8J5Yz9ZQqJ8QKYQzg1
