chrom	start	end	chunk_start	chunk_end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr18_chunk22	61039030	61045457	61039030	64039027	ukb24310_c18_b3052_v1.chunk1	file-J1gKY3jJ77v33k1X9890kjZ8	file-J1gKY50J77v91FXzxGv0fyZ9	file-J1gKY58J77vFFGk0Zg4gBJpX	file-J1gKY5QJ77v63J69PK6GY5bx
chr18_chunk22	61045462	61050759	61039030	64039027	ukb24310_c18_b3052_v1.chunk2	file-J1gKYbQJ77v6x3fK3XFg6bJZ	file-J1gKYg8J77vFp5BB5G860B0k	file-J1gKYgQJ77v33k1X9890kjb5	file-J1gKYj0J77vFFGk0Zg4gBJqZ
chr18_chunk22	61050760	61055856	61039030	64039027	ukb24310_c18_b3052_v1.chunk3	file-J1gKb1QJ77vJJkb76GjP4xKb	file-J1gKb2jJ77vJJkb76GjP4xP8	file-J1gKb30J77vPYpK6QV180X60	file-J1gKb38J77vJJkb76GjP4xPG
chr18_chunk22	61055858	61059027	61039030	64039027	ukb24310_c18_b3052_v1.chunk4	file-J1gJFzjJ6Q84gFVX7K533zj9	file-J1gJG0QJ6Q87VJGkjZ4bK38V	file-J1gJG0jJ6Q89bvGgYx7y7F3v	file-J1gJG10J6Q8B3Bk2vqGBxqZB
chr18_chunk22	61059036	61065494	61039030	64039027	ukb24310_c18_b3053_v1.chunk1	file-J1gK2Z8Jyzb4vffVvBjp5QY9	file-J1gK2bQJyzb4kK2VvBxK2Vg9	file-J1gK2bjJyzb4kK2VvBxK2VgF	file-J1gK2f0Jyzb06jFQV2XQX9gk
chr18_chunk22	61065495	61071184	61039030	64039027	ukb24310_c18_b3053_v1.chunk2	file-J1gPqBQJvBK70GbxfXZ95fbF	file-J1gPqGQJvBKB6495QQVxxx8b	file-J1gPqGjJvBK6x3fK3XFgGV33	file-J1gPqJ0JvBK6x3fK3XFgGV37
chr18_chunk22	61071186	61075739	61039030	64039027	ukb24310_c18_b3053_v1.chunk3	file-J1gPv2jJvBKFvjJZF7bX8Z5z	file-J1gPv40JvBKBY6fGf3JbXPbX	file-J1gPv48JvBK1JJ7GgqVz59JV	file-J1gPv4QJvBK9j3G23kXG227k
chr18_chunk22	61075740	61079019	61039030	64039027	ukb24310_c18_b3053_v1.chunk4	file-J1gPfqjJvBKJzJp72KXj9231	file-J1gPfvjJvBKKPG54GQf59PjX	file-J1gPfx0JvBKPP4QVxJ5vFKX2	file-J1gPfx0JvBK58y80735J55V7
chr18_chunk22	61079029	61084871	61039030	64039027	ukb24310_c18_b3054_v1.chunk1	file-J1gKYPQJ77vB6495QQVxkGYz	file-J1gKYV0J77v91FXzxGv0fybk	file-J1gKYV8J77v63J69PK6GY6F0	file-J1gKYVQJ77v756ZFXjx4x5qb
chr18_chunk22	61084872	61090722	61039030	64039027	ukb24310_c18_b3054_v1.chunk2	file-J1gKYgQJ77v0659VFYPgFBkk	file-J1gKYk8J77v3Q5qPKB52Vpj9	file-J1gKYkQJ77vFp5BB5G860B0v	file-J1gKYkjJ77v63J69PK6GY6G7
chr18_chunk22	61090724	61099025	61039030	64039027	ukb24310_c18_b3054_v1.chunk3	file-J1gKfk0J77v1PGb1ZpzyKpXK	file-J1gKfpjJ77vPKkzF0q35ZGX2	file-J1gKfq0J77v7q1qK33K1y76z	file-J1gKfq0J77v4zJv662fZ18G7
chr18_chunk22	61099032	61104732	61039030	64039027	ukb24310_c18_b3055_v1.chunk1	file-J1gKZz8J77vFXYGbG1gfJ4z6	file-J1gKb1QJ77vFXYGbG1gfJ4zV	file-J1gKb1jJ77vFXYGbG1gfJ4zY	file-J1gKb20J77v3qG8263gZvyQy
chr18_chunk22	61104733	61111075	61039030	64039027	ukb24310_c18_b3055_v1.chunk2	file-J1gJVfjJ6Q86GQF0K8yVpVpk	file-J1gJVj0J6Q8FGG2xb8zgF29j	file-J1gJVj8J6Q8FGG2xb8zgF29v	file-J1gJVjQJ6Q84vffVvBjp433g
chr18_chunk22	61111076	61119028	61039030	64039027	ukb24310_c18_b3055_v1.chunk3	file-J1gJfJ8J6Q86B6012yyBjXkY	file-J1gJfKjJ6Q819vk008z7vx0b	file-J1gJfP0J6Q8F2Pyqq3392fVJ	file-J1gJfP8J6Q807y31JQJgqy2K
chr18_chunk22	61119033	61125352	61039030	64039027	ukb24310_c18_b3056_v1.chunk1	file-J1gPq48JvBK91FXzxGv0jXyx	file-J1gPq5QJvBKFbKV0pZX6JbXk	file-J1gPq5jJvBK2XJGFQzV3QKxP	file-J1gPq60JvBKFFGk0Zg4gJ4JY
chr18_chunk22	61125358	61131644	61039030	64039027	ukb24310_c18_b3056_v1.chunk2	file-J1gKYgjJ77v8fgYJj8j7XqY9	file-J1gKYkQJ77v63J69PK6GY6G2	file-J1gKYkjJ77vFp5BB5G860B0y	file-J1gKYp0J77v50g90JVxKpZqy
chr18_chunk22	61131645	61139022	61039030	64039027	ukb24310_c18_b3056_v1.chunk3	file-J1gKZz0J77vGz4XkKfpfqK85	file-J1gKb18J77vBBjXx12PZY5x6	file-J1gKb1QJ77vBBjXx12PZY5x8	file-J1gKb1jJ77v8Q5fZGp2YB8fP
chr18_chunk22	61139034	61144842	61039030	64039027	ukb24310_c18_b3057_v1.chunk1	file-J1gJXG0J6Q8B6yvBQ2z60fP6	file-J1gJXJQJ6Q81B69BgBFy3ZQf	file-J1gJXJjJ6Q86fY3yGGxV51Yz	file-J1gJXK0J6Q84vyqybqjy5g5k
chr18_chunk22	61144843	61149839	61039030	64039027	ukb24310_c18_b3057_v1.chunk2	file-J1gJXQQJ6Q86x3fK3XFg53jG	file-J1gJXX0J6Q833k1X9890gXp9	file-J1gJXX0J6Q833k1X9890gXpF	file-J1gJXX8J6Q861K202JZZzfKY
chr18_chunk22	61149840	61155785	61039030	64039027	ukb24310_c18_b3057_v1.chunk3	file-J1gJVjjJ6Q802pjgbKppG4gY	file-J1gJVp0J6Q81vKFJy9qg4qz6	file-J1gJVp8J6Q86GQF0K8yVpVx9	file-J1gJVpQJ6Q8BbVVffqxPXF19
chr18_chunk22	61155786	61159028	61039030	64039027	ukb24310_c18_b3057_v1.chunk4	file-J1gJFf0J6Q87P1PkZJkFzVVB	file-J1gJFg0J6Q8465v4vy5pZ9zb	file-J1gJFg8J6Q84gFVX7K533zfK	file-J1gJFgQJ6Q80gX47Z599pYf7
chr18_chunk22	61159030	61165390	61039030	64039027	ukb24310_c18_b3058_v1.chunk1	file-J1gJVxQJ6Q861K202JZZzf70	file-J1gJVz0J6Q8BbVVffqxPXF1j	file-J1gJVz8J6Q86kY8bGYv801Yf	file-J1gJVzQJ6Q81vKFJy9qg4qzg
chr18_chunk22	61165392	61171650	61039030	64039027	ukb24310_c18_b3058_v1.chunk2	file-J1gJVqQJ6Q86kY8bGYv801YB	file-J1gJVx0J6Q86x3fK3XFg53Zj	file-J1gJVx0J6Q84KBFzFJB41Kbx	file-J1gJVx8J6Q86x3fK3XFg53Zp
chr18_chunk22	61171653	61179028	61039030	64039027	ukb24310_c18_b3058_v1.chunk3	file-J1gJYg0J6Q84fQJGb5v6z0xX	file-J1gJYjjJ6Q8FFGk0Zg4gB1G3	file-J1gJYjjJ6Q8948QVyYz9QbJF	file-J1gJYk8J6Q8948QVyYz9QbJJ
chr18_chunk22	61179030	61185335	61039030	64039027	ukb24310_c18_b3059_v1.chunk1	file-J1gK108JyzbPKkzF0q35V3v1	file-J1gK11jJyzb7q1qK33K1xJg7	file-J1gK11jJyzb3FvVbVGFfPYFG	file-J1gK120Jyzb3FvVbVGFfPYFY
chr18_chunk22	61185336	61191179	61039030	64039027	ukb24310_c18_b3059_v1.chunk2	file-J1gJXYjJ6Q861K202JZZzfKf	file-J1gJXb8J6Q80659VFYPgB8fB	file-J1gJXbQJ6Q81B69BgBFy3ZXg	file-J1gJXbjJ6Q86fY3yGGxV51bZ
chr18_chunk22	61191180	61199022	61039030	64039027	ukb24310_c18_b3059_v1.chunk3	file-J1gJb2jJ6Q8KjVqk0zp8qKXk	file-J1gJb48J6Q804XVVzbQJyvyB	file-J1gJb4QJ6Q82V6v6VB5Qyz03	file-J1gJb4jJ6Q89PKzFVPy9p4z2
