chrom	start	end	chunk_start	chunk_end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr18_chunk11	29452358	29459997	29452358	32086128	ukb24310_c18_b1472_v1.chunk3	file-J1gGgZ8JxpYZ65v4vy5pZ48k	file-J1gGgf0JxpYZgFVX7K533q8Z	file-J1gGgf8JxpYgJZ8ppp3B1238	file-J1gGgfQJxpYqG8zbJkgxBzQb
chr18_chunk11	29460001	29465930	29452358	32086128	ukb24310_c18_b1473_v1.chunk1	file-J1gGZZ0JxpYgP1PkZJkFzGXX	file-J1gGZb8JxpYyVzQXGBY895x9	file-J1gGZbQJxpYZ3pVbf4YQGp48	file-J1gGZbjJxpYxG983Gy3VbP4X
chr18_chunk11	29465931	29471871	29452358	32086128	ukb24310_c18_b1473_v1.chunk2	file-J1jVqkQJffybQf47J9X53q91	file-J1jVqpjJffyQ2pjgbKpxfJG5	file-J1jVqq0Jffyx1YXx1pyKKP36	file-J1jVqq8Jffyb0g90JVx2XpVj
chr18_chunk11	29471877	29480000	29452358	32086128	ukb24310_c18_b1473_v1.chunk3	file-J1jVzX0Jffyqkb68xB2zffK4	file-J1jVzYjJffyQyBP5g4KVgxvF	file-J1jVzZ0JffyZgFVX7K56YGBz	file-J1jVzZ8JffyZgFVX7K56YGF1
chr18_chunk11	29480001	29485843	29452358	32086128	ukb24310_c18_b1474_v1.chunk1	file-J1jVqx8JffyQ2pjgbKpxfJGJ	file-J1jVqyjJffyqq8fBJx49Xx7Z	file-J1jVqz0Jffyb0g90JVx2XyKx	file-J1jVqz8Jffyk2Zgq4Z6JBj2b
chr18_chunk11	29485844	29491760	29452358	32086128	ukb24310_c18_b1474_v1.chunk2	file-J1jVqY8JffypY6fGf3Jk01b3	file-J1jVqZQJffyz8bVQ6KQq6qfq	file-J1jVqZjJffyVPGb1ZpzXGYQJ	file-J1jVqb0Jffygq1qK33K5G3Xz
chr18_chunk11	29491761	29499995	29452358	32086128	ukb24310_c18_b1474_v1.chunk3	file-J1jX1jjJffyfkbQGJ1p9YYkB	file-J1jX1pjJffyVpPV2FY6PqVFZ	file-J1jX1q0JffyX2q71kyg58gQz	file-J1jX1q0Jffyxqz51JkXzf048
chr18_chunk11	29500002	29505677	29452358	32086128	ukb24310_c18_b1475_v1.chunk1	file-J1jVv1jJffyqp5BB5G897F3G	file-J1jVv30Jffyb0g90JVx2XyP7	file-J1jVv38JffyYQ5qPKB55v2zZ	file-J1jVv3QJffyp6yvBQ2z9JFy3
chr18_chunk11	29505682	29510485	29452358	32086128	ukb24310_c18_b1475_v1.chunk2	file-J1jVvv0JffyqvjJZF7bbxjGB	file-J1jVvx8JffypvP8z61y2XQXP	file-J1jVvxQJffyX82XJZ14Xb121	file-J1jVvxjJffyV1p9k4Y0KXgxP
chr18_chunk11	29510493	29512202	29452358	32086128	ukb24310_c18_b1475_v1.chunk3	file-J1jX0pjJffyXzXP1YbBVX1J9	file-J1jX0v8JffyXXJGFQzV71kk2	file-J1jX0vQJffyXXJGFQzV71kk6	file-J1jX0vjJffyk48QVyYzJZkkK
chr18_chunk11	29512205	29519999	29452358	32086128	ukb24310_c18_b1475_v1.chunk4	file-J1gZVyQJfbqgq1qK33K2805Y	file-J1gZX08Jfbqz0zjX3vV0VP69	file-J1gZX0QJfbqfGQF0K8yXJp8p	file-J1gZX0jJfbqpbVVffqx01Pbb
chr18_chunk11	29520002	29525533	29452358	32086128	ukb24310_c18_b1476_v1.chunk1	file-J1jYpbQJz1kX9pJJPQQBJ6XX	file-J1jYpg0Jz1kyv46GK426bZpj	file-J1jYpg8Jz1kZzJv662fgyfqz	file-J1jYpg8Jz1kQgz1QQ1vx0bVj
chr18_chunk11	29525535	29531283	29452358	32086128	ukb24310_c18_b1476_v1.chunk2	file-J1jYkqQJz1kj2FK2PJVYX59f	file-J1jYkxjJz1kYXGFbzKk4Y6V3	file-J1jYkyQJz1kQgz1QQ1vx0bV8	file-J1jYkz0Jz1kZfQJGb5vBgZv5
chr18_chunk11	29531285	29537013	29452358	32086128	ukb24310_c18_b1476_v1.chunk3	file-J1jYkxQJz1kVpPV2FY6034Zp	file-J1jYkzQJz1kQgz1QQ1vx0bVB	file-J1jYkzjJz1kZzJv662fgyfq2	file-J1jYp00Jz1kgq1qK33K5K5P3
chr18_chunk11	29537018	29540000	29452358	32086128	ukb24310_c18_b1476_v1.chunk4	file-J1j0K2QJJQJ4Ff1Qx6B3p2KX	file-J1j0K3QJJQJ0kb0KFGXJvQ7j	file-J1j0K3jJJQJ8vVG93JXPY94X	file-J1j0K3jJJQJ8G7G14VKK8ZJ1
chr18_chunk11	29540004	29545719	29452358	32086128	ukb24310_c18_b1477_v1.chunk1	file-J1j0Y9jJJQJ7VJGkjZ4gBGpQ	file-J1j0YF8JJQJ0yBP5g4KQVq0B	file-J1j0YFQJJQJ2j5k8fB7X6jjB	file-J1j0YFjJJQJ4gFVX7K552PVX
chr18_chunk11	29545726	29551389	29452358	32086128	ukb24310_c18_b1477_v1.chunk2	file-J1j0YP0JJQJ4gFVX7K552Q37	file-J1j0YV0JJQJKv46GK42503vk	file-J1j0YVQJJQJ4zJv662ff3qZP	file-J1j0YVQJJQJ465v4vy5vj88z
chr18_chunk11	29551394	29556271	29452358	32086128	ukb24310_c18_b1477_v1.chunk3	file-J1j0YQQJJQJ33qFx1z5g2Kvv	file-J1j0YX0JJQJKv46GK42503vx	file-J1j0YX8JJQJFG8zbJkgzPFJ7	file-J1j0YXQJJQJ0gX47Z59FXB6K
chr18_chunk11	29556282	29559999	29452358	32086128	ukb24310_c18_b1477_v1.chunk4	file-J1j0P0jJJQJP0zjX3vV2Bf9p	file-J1j0P1jJJQJFGG2xb8zkZ8kG	file-J1j0P20JJQJ6kY8bGYvB97Zf	file-J1j0P20JJQJFGG2xb8zkZ8kX
chr18_chunk11	29560002	29565943	29452358	32086128	ukb24310_c18_b1478_v1.chunk1	file-J1gPx10JGP56GQF0K8yVyvg4	file-J1gPx38JGP5K7kPZ6vz060v8	file-J1gPx3QJGP51pPV2FY6GBVqY	file-J1gPx3QJGP56jQV0q3FybBf8
chr18_chunk11	29565944	29571892	29452358	32086128	ukb24310_c18_b1478_v1.chunk2	file-J1gPx9jJGP5K7kPZ6vz060xQ	file-J1gPxFjJGP517G1KpKvp064V	file-J1gPxG0JGP5BbVVffqxPf5kF	file-J1gPxG8JGP50b81bXFJ0YV9b
chr18_chunk11	29571895	29580000	29452358	32086128	ukb24310_c18_b1478_v1.chunk3	file-J1gQ1q0JGP5GPF5f7v82xPX1	file-J1gQ1vjJGP52vfz10Jzp79pX	file-J1gQ1x0JGP52vfz10Jzp79pf	file-J1gQ1x8JGP530xxx2yGf4kGY
chr18_chunk11	29580016	29585370	29452358	32086128	ukb24310_c18_b1479_v1.chunk1	file-J1jYp70Jz1kX2q71kyg5P1z8	file-J1jYp88Jz1kQQ51172q90Jkg	file-J1jYp8QJz1kpvP8z61y2gZ6G	file-J1jYp8jJz1kX82XJZ14XjBf8
chr18_chunk11	29585372	29590550	29452358	32086128	ukb24310_c18_b1479_v1.chunk2	file-J1jZvV8JF544gFVX7K56bZKB	file-J1jZvYQJF5490YpkjQ91vf61	file-J1jZvYjJF544gFVX7K56bZKX	file-J1jZvZ0JF540yBP5g4KVpx11
