chrom	start	end	chunk_start	chunk_end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr18_chunk5	11686398	11691336	11686398	14684742	ukb24310_c18_b584_v1.chunk2	file-J1jGXK8JjKq6VYfyK560Z15B	file-J1jGXPQJjKq33k1X9893GX0p	file-J1jGXPjJjKq02pjgbKpx6XZ1	file-J1jGXQ0JjKqB6yvBQ2z8pbGY
chr18_chunk5	11691346	11699999	11686398	14684742	ukb24310_c18_b584_v1.chunk3	file-J1jJBpjJ5gq2zXP1YbBQgQVY	file-J1jJBvjJ5gqFkb68xB2yqgZZ	file-J1jJBx0J5gqB3QQ8b8Xp0f03	file-J1jJBx8J5gq3XGFbzKk3Xbvk
chr18_chunk5	11700004	11706354	11686398	14684742	ukb24310_c18_b585_v1.chunk1	file-J1jX420Jjj50vKxQXqPyykXQ	file-J1jX438Jjj5PjGGzY77pBb7x	file-J1jX43QJjj53FqGX25Bpg9Z5	file-J1jX43jJjj59YvZYbkGj0V1B
chr18_chunk5	11706355	11713295	11686398	14684742	ukb24310_c18_b585_v1.chunk2	file-J1jX3kQJjj511p9k4Y0Kb6KJ	file-J1jX3pjJjj57PxB7FgXzJvXk	file-J1jX3q0Jjj57PxB7FgXzJvXq	file-J1jX3q8Jjj5PjGGzY77pBb7V
chr18_chunk5	11713300	11719997	11686398	14684742	ukb24310_c18_b585_v1.chunk3	file-J1jX4KQJjj5K919QZKZQ8ZX4	file-J1jX4PjJjj52zXP1YbBVXb49	file-J1jX4Q0Jjj52zXP1YbBVXb4F	file-J1jX4Q8Jjj5K919QZKZQ8ZX8
chr18_chunk5	11720005	11726632	11686398	14684742	ukb24310_c18_b586_v1.chunk1	file-J1jX3gQJjj511p9k4Y0Kb6K3	file-J1jX3jjJjj57P1PkZJkPBv08	file-J1jX3k0Jjj5KVzQXGBYFvK2f	file-J1jX3k8Jjj56F8663v8VVVYv
chr18_chunk5	11726635	11733073	11686398	14684742	ukb24310_c18_b586_v1.chunk2	file-J1jX38jJjj5FvjJZF7bbyGJJ	file-J1jX3B8Jjj511p9k4Y0Kb6J7	file-J1jX3B8Jjj5FvjJZF7bbyGJP	file-J1jX3BQJjj50vKxQXqPyykVV
chr18_chunk5	11733076	11739994	11686398	14684742	ukb24310_c18_b586_v1.chunk3	file-J1jGYJjJjKq9bvGgYx7V4QxJ	file-J1jGYP8JjKq33qFx1z5gqgG0	file-J1jGYPQJjKq7VJGkjZ4j2f53	file-J1jGYPQJjKq7VJGkjZ4j2f55
chr18_chunk5	11740001	11746696	11686398	14684742	ukb24310_c18_b587_v1.chunk1	file-J1jGVq0JjKq6GQF0K8yb2pf6	file-J1jGVvQJjKq33k1X9893GVzP	file-J1jGVvQJjKq33k1X9893GVzY	file-J1jGVvjJjKq33k1X9893GVzb
chr18_chunk5	11746707	11751995	11686398	14684742	ukb24310_c18_b587_v1.chunk2	file-J1jGX80JjKq3Q5qPKB55BgFG	file-J1jGX98JjKq6kY8bGYvFP93k	file-J1jGX9QJjKq4vffVvBjxYfq9	file-J1jGX9jJjKq6VYfyK560Z14k
chr18_chunk5	11751996	11760000	11686398	14684742	ukb24310_c18_b587_v1.chunk3	file-J1jGfqjJjKq4vyqybqjVgPzj	file-J1jGfxQJjKq9By2y1FbpKy6P	file-J1jGfxjJjKq2XJGFQzV6B65f	file-J1jGfxjJjKq9By2y1FbpKy6V
chr18_chunk5	11760002	11766323	11686398	14684742	ukb24310_c18_b588_v1.chunk1	file-J1jGVkQJjKq6VYfyK560Z13x	file-J1jGVq0JjKq2YPf515fxb2py	file-J1jGVq0JjKqB3QQ8b8Xky440	file-J1jGVq8JjKq3XGFbzKk3PVy1
chr18_chunk5	11766327	11770440	11686398	14684742	ukb24310_c18_b588_v1.chunk2	file-J1jGYQ8JjKq33qFx1z5gqgG2	file-J1jGYVQJjKq1B69BgBFVPBbV	file-J1jGYVjJjKq6fY3yGGxZpg5p	file-J1jGYX0JjKqB6495QQVVF4xP
chr18_chunk5	11770444	11776551	11686398	14684742	ukb24310_c18_b588_v1.chunk3	file-J1jGX1QJjKq50g90JVx1pKBX	file-J1jGX40JjKqFGG2xb8zpYXbG	file-J1jGX48JjKq6GQF0K8yb2pfG	file-J1jGX4QJjKq4vffVvBjxYfpq
chr18_chunk5	11776553	11779999	11686398	14684742	ukb24310_c18_b588_v1.chunk4	file-J1jGFq0JjKq3XGFbzKk3PV0g	file-J1jGFqjJjKq63J69PK6PPF4j	file-J1jGFv0JjKqFbKV0pZX96kZP	file-J1jGFv8JjKqFbKV0pZX96kZV
chr18_chunk5	11780002	11786499	11686398	14684742	ukb24310_c18_b589_v1.chunk1	file-J1jGYYjJjKq4KBFzFJB7q95p	file-J1jGYb0JjKq0b81bXFJ3Y27Y	file-J1jGYb8JjKq5p5Z51GqGKb5X	file-J1jGYbQJjKqGVXQ8X6x46kKX
chr18_chunk5	11786500	11792034	11686398	14684742	ukb24310_c18_b589_v1.chunk2	file-J1jF2j8Jzf9k48QVyYzGX3PF	file-J1jF2kQJzf9kj3G23kXPYzzJ	file-J1jF2kjJzf9qq8fBJx48zV5K	file-J1jF2p0Jzf9j6B1k0Z4b9fX1
