chrom	start	end	chunk_start	chunk_end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr18_chunk13	34971908	34979026	34971908	37971305	ukb24310_c18_b1748_v1.chunk3	file-J1gPP0jJV6z1GXGq01g37kvB	file-J1gPP28JV6z7Z1p7FpQFVKfq	file-J1gPP2QJV6zF351yKZf1Pb91	file-J1gPP2jJV6z7Z1p7FpQFVKfx
chr18_chunk13	34979030	34984575	34971908	37971305	ukb24310_c18_b1749_v1.chunk1	file-J1gKxbQJ9pG1x464FQzX8y8b	file-J1gKxfjJ9pG33k1X9890pJGq	file-J1gKxg8J9pGFp5BB5G86260Z	file-J1gKxgQJ9pGFp5BB5G86260f
chr18_chunk13	34984576	34985401	34971908	37971305	ukb24310_c18_b1749_v1.chunk2	file-J1gP0k0J9pGJqz51JkXvX44K	file-J1gP0pQJ9pG4fQJGb5v74Byx	file-J1gP0pjJ9pG282XJZ14yypKp	file-J1gP0q0J9pG0vKxQXqPq7Kff
chr18_chunk13	34985402	34988683	34971908	37971305	ukb24310_c18_b1749_v1.chunk3	file-J1gKzf8J9pG8j35Xg2vvF7yk	file-J1gKzgQJ9pG1pBZvfG3jbJgx	file-J1gKzgjJ9pG5kg0kZyp3kBB0	file-J1gKzj0J9pG8j35Xg2vvF7yx
chr18_chunk13	34988685	34994858	34971908	37971305	ukb24310_c18_b1749_v1.chunk4	file-J1gKyY8J9pG0p4yy6jqx3py1	file-J1gKyZQJ9pGJ1YXx1pyFJq8J	file-J1gKyZjJ9pG3Q5qPKB52Vxbv	file-J1gKyb0J9pG61K202JZb39PZ
chr18_chunk13	34994862	34999027	34971908	37971305	ukb24310_c18_b1749_v1.chunk5	file-J1gKkyjJ9pG43pVbf4YQQPKY	file-J1gKkzjJ9pG19vk008z811JV	file-J1gKp00J9pGF2Pyqq3397xZv	file-J1gKp08J9pGF2Pyqq3397xZy
chr18_chunk13	34999036	35005442	34971908	37971305	ukb24310_c18_b1750_v1.chunk1	file-J1gKyZQJ94V7JZ8ppp3B5B4B	file-J1gKyf0J94V3Q5qPKB52Vxf0	file-J1gKyf8J94V90YpkjQ9K05gG	file-J1gKyfQJ94V61K202JZb39Q8
chr18_chunk13	35005446	35011667	34971908	37971305	ukb24310_c18_b1750_v1.chunk2	file-J1gKybQJ94V90YpkjQ9K05gB	file-J1gKyfjJ94VP8bVQ6KQg8015	file-J1gKyg8J94V0gz1QQ1vkBPxJ	file-J1gKygQJ94V02pjgbKppVP56
chr18_chunk13	35011674	35019028	34971908	37971305	ukb24310_c18_b1750_v1.chunk3	file-J1gP13jJ94V8Xvkj71zBzP8q	file-J1gP158J94V4zJv662fZ2Vkf	file-J1gP15QJ94V4zJv662fZ2Vkj	file-J1gP15jJ94V1PGb1ZpzyQ3pb
chr18_chunk13	35019030	35025935	34971908	37971305	ukb24310_c18_b1751_v1.chunk1	file-J1gKyqjJ94VFp5BB5G8626B0	file-J1gKyx0J94V2j5k8fB7Q830z	file-J1gKyx8J94V4gFVX7K534QYX	file-J1gKyxQJ94V4gFVX7K534QYf
chr18_chunk13	35025936	35032560	34971908	37971305	ukb24310_c18_b1751_v1.chunk2	file-J1gKyPjJ94VBvP8z61yPK7Zg	file-J1gKyV8J94VBBjXx12PZZKbZ	file-J1gKyVQJ94VFG8zbJkgxKj3K	file-J1gKyVjJ94VFvjJZF7bX7pX0
chr18_chunk13	35032561	35039027	34971908	37971305	ukb24310_c18_b1751_v1.chunk3	file-J1gP0BQJ94V4zJv662fZ2VQP	file-J1gP0G0J94V33k1X9890qb74	file-J1gP0G8J94VB6yvBQ2z646G7	file-J1gP0GQJ94V3Q5qPKB52VyGb
chr18_chunk13	35039029	35045616	34971908	37971305	ukb24310_c18_b1752_v1.chunk1	file-J1gPGk8JV6zKZyG8zJg6B964	file-J1gPGq0JV6z8PG3fy7YbxGkF	file-J1gPGq8JV6z3gjxJq3G9yvgv	file-J1gPGq8JV6zKZyG8zJg6B96F
chr18_chunk13	35045617	35052197	34971908	37971305	ukb24310_c18_b1752_v1.chunk2	file-J1gPGy0JV6z6bzkGxJYBz79G	file-J1gPGz8JV6zFG8zbJkgxQ21f	file-J1gPGzQJV6z465v4vy5ppGQp	file-J1gPGzjJV6z465v4vy5ppGQv
chr18_chunk13	35052198	35059026	34971908	37971305	ukb24310_c18_b1752_v1.chunk3	file-J1gPP60JV6zKvkXyq03PjJ13	file-J1gPP78JV6z3Q5qPKB52X0p7	file-J1gPP7QJV6z3Q5qPKB52X0p9	file-J1gPP7jJV6zJ1YXx1pyFKVb2
