chrom	start	end	chunk_start	chunk_end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr18_chunk21	58039031	58044349	58039031	61039025	ukb24310_c18_b2902_v1.chunk1	file-J1jKPPjJfYpGVXQ8X6x4Q8X4	file-J1jKPV8JfYp4gFVX7K566Y5K	file-J1jKPV8JfYp7JZ8ppp3JVPG9	file-J1jKPVQJfYp7JZ8ppp3JVPGF
chr18_chunk21	58044350	58049662	58039031	61039025	ukb24310_c18_b2902_v1.chunk2	file-J1jKQ9jJfYp6jQV0q3FVY2jJ	file-J1jKQF8JfYp8G7G14VKPgjzy	file-J1jKQFQJfYp8G7G14VKPgk00	file-J1jKQFjJfYp2j5k8fB7Y1vG9
chr18_chunk21	58049667	58056030	58039031	61039025	ukb24310_c18_b2902_v1.chunk3	file-J1jKQF8JfYp90YpkjQ91Q5G3	file-J1jKQGQJfYp7JZ8ppp3JVPJg	file-J1jKQGjJfYp2j5k8fB7Y1vGP	file-J1jKQJ0JfYp7JZ8ppp3JVPJk
chr18_chunk21	58056031	58059018	58039031	61039025	ukb24310_c18_b2902_v1.chunk4	file-J1jJ8g0JQ3v02pjgbKpxFVB3	file-J1jJ8j0JQ3vGVXQ8X6x4J09Q	file-J1jJ8j8JQ3v5p5Z51GqGVpKF	file-J1jJ8jQJQ3v5p5Z51GqGVpKJ
chr18_chunk21	58059029	58064260	58039031	61039025	ukb24310_c18_b2903_v1.chunk1	file-J1gJZQQJ6Q806jFQV2XQX4v4	file-J1gJZX0J6Q81V8P9VfFQP6Xv	file-J1gJZX0J6Q8KjVqk0zp8qKPF	file-J1gJZX8J6Q89PKzFVPy9p4gJ
chr18_chunk21	58064263	58070291	58039031	61039025	ukb24310_c18_b2903_v1.chunk2	file-J1gKPv0J7Xz3Q5qPKB52Vp7F	file-J1gKPxQJ7Xz17G1KpKvkxK85	file-J1gKPxjJ7Xz02pjgbKppQjfB	file-J1gKPy0J7Xz61K202JZb1z25
chr18_chunk21	58070295	58076014	58039031	61039025	ukb24310_c18_b2903_v1.chunk3	file-J1gKPV0J7XzB6yvBQ2z63PB3	file-J1gKPX8J7Xz33k1X9890kgx2	file-J1gKPXQJ7Xz3Q5qPKB52Vp4v	file-J1gKPXjJ7XzJ1YXx1pyFFk9K
chr18_chunk21	58076022	58079025	58039031	61039025	ukb24310_c18_b2903_v1.chunk4	file-J1gK9YjJ7Xz2zXP1YbBxGJ03	file-J1gK9ZjJ7Xz6Bk66qv9qV3x6	file-J1gK9b0J7Xz6Bk66qv9qV3xB	file-J1gK9b8J7Xz6bzkGxJYBx4Z5
chr18_chunk21	58079033	58084172	58039031	61039025	ukb24310_c18_b2904_v1.chunk1	file-J1gJXk8J6Q86x3fK3XFg53q4	file-J1gJXpQJ6Q86kY8bGYv801j0	file-J1gJXpjJ6Q81vKFJy9qg4v79	file-J1gJXq0J6Q86GQF0K8yVpX1G
chr18_chunk21	58084184	58090337	58039031	61039025	ukb24310_c18_b2904_v1.chunk2	file-J1gJX98J6Q81vKFJy9qg4v36	file-J1gJXBjJ6Q83Q5qPKB52PZpz	file-J1gJXF0J6Q833k1X9890gXPK	file-J1gJXF8J6Q83Q5qPKB52PZqJ
chr18_chunk21	58090339	58099028	58039031	61039025	ukb24310_c18_b2904_v1.chunk3	file-J1gJjPjJ6Q8282XJZ14yxZKg	file-J1gJjVQJ6Q84fQJGb5v6zf1x	file-J1gJjVjJ6Q8282XJZ14yxZKz	file-J1gJjVjJ6Q84fQJGb5v6zf21
chr18_chunk21	58099030	58105096	58039031	61039025	ukb24310_c18_b2905_v1.chunk1	file-J1jJKbQJQ3v8vVG93JX0x7BQ	file-J1jJKg0JQ3v756ZFXjx8FG4g	file-J1jJKg8JQ3v1B69BgBFVQb2Q	file-J1jJKgQJQ3v4KBFzFJB7z2XK
chr18_chunk21	58105098	58111084	58039031	61039025	ukb24310_c18_b2905_v1.chunk2	file-J1jJKj8JQ3v1B69BgBFVQb2X	file-J1jJKkjJQ3v3FqGX25BkxyVX	file-J1jJKp0JQ3v2zXP1YbBQpvYx	file-J1jJKpQJQ3vK919QZKZzZ8JF
chr18_chunk21	58111089	58119028	58039031	61039025	ukb24310_c18_b2905_v1.chunk3	file-J1gJbyjJ6Q80kb0KFGXFq0F5	file-J1gJf0QJ6Q807y31JQJgqxk6	file-J1gJf0QJ6Q8PPG41vPB7X83g	file-J1gJf0jJ6Q8F2Pyqq33922y4
chr18_chunk21	58119032	58124867	58039031	61039025	ukb24310_c18_b2906_v1.chunk1	file-J1jJKGQJQ3v8vVG93JX0x78z	file-J1jJKJjJQ3v3FqGX25BkxyVB	file-J1jJKK0JQ3v9YvZYbkGgVbFg	file-J1jJKK8JQ3v3FqGX25BkxyVG
chr18_chunk21	58124868	58130398	58039031	61039025	ukb24310_c18_b2906_v1.chunk2	file-J1jJP88JQ3v6bzkGxJYKG338	file-J1jJP9QJQ3v2zXP1YbBQqkyK	file-J1jJP9jJQ3v3FqGX25BkxyXz	file-J1jJPB0JQ3v6Bk66qv9z0VGB
chr18_chunk21	58130399	58134458	58039031	61039025	ukb24310_c18_b2906_v1.chunk3	file-J1jJQZjJQ3v0kb0KFGXP4zxQ	file-J1jJQf8JQ3v0gz1QQ1vvb6j7	file-J1jJQfQJQ3vPKkzF0q38VjB0	file-J1jJQfjJQ3v7q1qK33K50G2J
chr18_chunk21	58134459	58139023	58039031	61039025	ukb24310_c18_b2906_v1.chunk4	file-J1jJQ2QJQ3vP9g82XgJ8ZKyF	file-J1jJQ40JQ3vBgzJQYzvP0fq3	file-J1jJQ48JQ3v0kb0KFGXP4zgZ	file-J1jJQ4QJQ3vBgzJQYzvP0fq9
chr18_chunk21	58139031	58143992	58039031	61039025	ukb24310_c18_b2907_v1.chunk1	file-J1jKPGjJfYp1pPV2FY6PjPjp	file-J1jKPK8JfYpGVXQ8X6x4Q8X2	file-J1jKPK8JfYp5p5Z51GqGfB32	file-J1jKPKQJfYp5p5Z51GqGfB34
chr18_chunk21	58143999	58150168	58039031	61039025	ukb24310_c18_b2907_v1.chunk2	file-J1jKKg8JfYpP0jyQ6zKgBbb1	file-J1jKKjjJfYp0yBP5g4KVJxfB	file-J1jKKk0JfYpFG8zbJkgQffG0	file-J1jKKk8JfYp0gX47Z59GVxb6
chr18_chunk21	58150174	58159027	58039031	61039025	ukb24310_c18_b2907_v1.chunk3	file-J1jKYPjJfYpKGzX1x404KpK8	file-J1jKYXjJfYpBgzJQYzvP5qF5	file-J1jKYY0JfYp4Ff1Qx6B5JxQx	file-J1jKYY0JfYp7JvqXjVzb2J6p
chr18_chunk21	58159029	58165179	58039031	61039025	ukb24310_c18_b2908_v1.chunk1	file-J1jKP18JfYp90YpkjQ91Q589	file-J1jKP2QJfYp22q71kyg508jX	file-J1jKP2jJfYp29pJJPQQ9vYXy	file-J1jKP30JfYp29pJJPQQ9vYY0
chr18_chunk21	58165182	58171290	58039031	61039025	ukb24310_c18_b2908_v1.chunk2	file-J1jKPxQJfYp4gFVX7K566Y7V	file-J1jKPz0JfYp22q71kyg508pG	file-J1jKPz0JfYpJqz51JkXzXGxG	file-J1jKPz8JfYp1pPV2FY6PjPkQ
