chrom	start	end	chunk_start	chunk_end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr18_chunk10	26453296	26460000	26453296	29452357	ukb24310_c18_b1322_v1.chunk3	file-J1jG8y8JZBXYXGFbzKk3PQkX	file-J1jG8zQJZBXqkb68xB2ykjY0	file-J1jG8zjJZBXyKq6BJyZj80b8	file-J1jG900JZBXj2FK2PJVXP877
chr18_chunk10	26460011	26466665	26453296	29452357	ukb24310_c18_b1323_v1.chunk1	file-J1jG8X0JZBXqkb68xB2ykjVQ	file-J1jG8Z0JZBXQQ51172q89513	file-J1jG8Z8JZBXqvjJZF7bbG59V	file-J1jG8ZQJZBXpBjXx12PgfX3B
chr18_chunk10	26466666	26473540	26453296	29452357	ukb24310_c18_b1323_v1.chunk2	file-J1jG8J8JZBXp3QQ8b8XkxPFv	file-J1jG8KjJZBXpBjXx12PgfX1p	file-J1jG8P0JZBXQQ51172q89505	file-J1jG8P8JZBXj2FK2PJVXP84j
chr18_chunk10	26473541	26479992	26453296	29452357	ukb24310_c18_b1323_v1.chunk3	file-J1j3KK8Jpxfp6yvBQ2z8GkpG	file-J1j3KPQJpxffVYfyK56PYGyG	file-J1j3KPQJpxffGQF0K8yZQ7v6	file-J1j3KPjJpxfVvKFJy9qkj0qf
chr18_chunk10	26480001	26486954	26453296	29452357	ukb24310_c18_b1324_v1.chunk1	file-J1j3QBQJpxfYFqGX25Bk5Qkg	file-J1j3QG0Jpxfpb370pQ0z73Jj	file-J1j3QG8Jpxfpb370pQ0z73Jp	file-J1j3QGQJpxfpb370pQ0z73Jv
chr18_chunk10	26486956	26493778	26453296	29452357	ukb24310_c18_b1324_v1.chunk2	file-J1j3Q6jJpxfQgX47Z59G4GVb	file-J1j3Q80JpxfZgFVX7K55Xp6P	file-J1j3Q88JpxfgPxB7FgXy06G3	file-J1j3Q90JpxfXXJGFQzV5bvxy
chr18_chunk10	26493785	26500000	26453296	29452357	ukb24310_c18_b1324_v1.chunk3	file-J1j3K40JpxfVvKFJy9qkj0q5	file-J1j3K58JpxfY3k1X989300G0	file-J1j3K5QJpxfQ2pjgbKpvqXyz	file-J1j3K5QJpxfQ2pjgbKpvqXz3
chr18_chunk10	26500001	26506333	26453296	29452357	ukb24310_c18_b1325_v1.chunk1	file-J1j9V90JxFq7VJGkjZ4gzkkj	file-J1j9VBQJxFqKVzQXGBYF2Vpq	file-J1j9VBjJxFqP9g82XgJ8KQ6V	file-J1j9VBjJxFq1JpfF1KBGy47j
chr18_chunk10	26506335	26512788	26453296	29452357	ukb24310_c18_b1325_v1.chunk2	file-J1jB4gjJVbq2YPf515fxXzV9	file-J1jB4k8JVbq1x464FQzZq1Q3	file-J1jB4kQJVbq1x464FQzZq1Q5	file-J1jB4kQJVbq91FXzxGv3B7JY
chr18_chunk10	26512789	26520000	26453296	29452357	ukb24310_c18_b1325_v1.chunk3	file-J1jB7kjJVbqBBjXx12PgZPkF	file-J1jB7q8JVbq0Q51172q86V18	file-J1jB7qQJVbqBBjXx12PgZPkJ	file-J1jB7qjJVbq11p9k4Y0Jy4Y4
chr18_chunk10	26520001	26526883	26453296	29452357	ukb24310_c18_b1326_v1.chunk1	file-J1j3Q88JpxfkYvZYbkGfkf0q	file-J1j3QBQJpxfpb370pQ0z73JQ	file-J1j3QBQJpxfgJZ8ppp3GYVb7	file-J1j3QF0Jpxfpb370pQ0z73JZ
chr18_chunk10	26526884	26533213	26453296	29452357	ukb24310_c18_b1326_v1.chunk2	file-J1j3VP8Jpxfp6yvBQ2z8Gp2P	file-J1j3VQjJpxfqp5BB5G88B714	file-J1j3VQjJpxfp6yvBQ2z8Gp2V	file-J1j3VV0Jpxfp6yvBQ2z8Gp2Y
chr18_chunk10	26533217	26540000	26453296	29452357	ukb24310_c18_b1326_v1.chunk3	file-J1j3Y18JpxfQZjxzvg298p69	file-J1j3Y2jJpxfkBy2y1FbkzzZF	file-J1j3Y2jJpxfXXJGFQzV5bx3j	file-J1j3Y30JpxfkBy2y1FbkzzZP
chr18_chunk10	26540001	26546915	26453296	29452357	ukb24310_c18_b1327_v1.chunk1	file-J1jB56jJVbqB3QQ8b8Xkvfq4	file-J1jB588JVbq0b81bXFJ3JF70	file-J1jB58jJVbq5p5Z51GqGB4vq	file-J1jB590JVbqP0jyQ6zKg0qYg
chr18_chunk10	26546916	26551214	26453296	29452357	ukb24310_c18_b1327_v1.chunk2	file-J1jB5JjJVbq6VYfyK5608q4Y	file-J1jB5P8JVbq29gG5PFFBz39q	file-J1jB5P8JVbq7VJGkjZ4gzvJY	file-J1jB5PQJVbq33qFx1z5gZbvG
chr18_chunk10	26551218	26559999	26453296	29452357	ukb24310_c18_b1327_v1.chunk3	file-J1jB8BQJVbq11p9k4Y0Jy4Yy	file-J1jB8G8JVbq0b81bXFJ3Jyvk	file-J1jB8GQJVbqJ3556gyQY4jfv	file-J1jB8GjJVbq0p4yy6jqQZF7Q
chr18_chunk10	26560002	26566846	26453296	29452357	ukb24310_c18_b1328_v1.chunk1	file-J1j9QF8JxFq1B69BgBFV1p8g	file-J1j9QGjJxFq4zJv662ffykFZ	file-J1j9QJ0JxFqPKkzF0q388qxz	file-J1j9QJ0JxFq1PGb1ZpzVQ4yv
chr18_chunk10	26566848	26573382	26453296	29452357	ukb24310_c18_b1328_v1.chunk2	file-J1j9QK8JxFq3FvVbVGFk4zY2	file-J1j9QPQJxFqPKkzF0q388qy5	file-J1j9QPjJxFq4zJv662ffykFy	file-J1j9QQ0JxFq4zJv662ffykG3
