chrom	start	end	chunk_start	chunk_end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr18_chunk16	43965330	43970715	43965330	46665512	ukb24310_c18_b2198_v1.chunk2	file-J1jK82QJVFbFp5BB5G88y043	file-J1jK848JVFb61K202JZj3pX8	file-J1jK84QJVFb4fQJGb5vB4GFY	file-J1jK84jJVFb282XJZ14Vyxq3
chr18_chunk16	43970716	43979026	43965330	46665512	ukb24310_c18_b2198_v1.chunk3	file-J1jKF70JVFb2B19yPfVxXyqG	file-J1jKF8QJVFb29pJJPQQ9vY91	file-J1jKF8jJVFb17G1KpKvxVyXX	file-J1jKF90JVFbJqz51JkXzV5Kq
chr18_chunk16	43979029	43984520	43965330	46665512	ukb24310_c18_b2199_v1.chunk1	file-J1jK830JVFb3Q5qPKB55QVf7	file-J1jK84jJVFb9j3G23kXPpQkF	file-J1jK850JVFb1JJ7GgqVXJ6g4	file-J1jK858JVFbP6f6ZGfxj3Z78
chr18_chunk16	43984523	43989526	43965330	46665512	ukb24310_c18_b2199_v1.chunk2	file-J1jK7pjJVFb50g90JVx22Fgz	file-J1jK7v8JVFbFp5BB5G88y01K	file-J1jK7vQJVFb02pjgbKpxJ2Bf	file-J1jK7vQJVFbFp5BB5G88y01q
chr18_chunk16	43989527	43995594	43965330	46665512	ukb24310_c18_b2199_v1.chunk3	file-J1jK77QJVFb3XGFbzKk3xxG8	file-J1jK79QJVFbB6yvBQ2z91jgJ	file-J1jK79jJVFb02pjgbKpxJ27x	file-J1jK79jJVFb2YPf515fy4bQ5
chr18_chunk16	43995596	43999024	43965330	46665512	ukb24310_c18_b2199_v1.chunk4	file-J1jK2GjJVFb25Kx5Qb8q2zv3	file-J1jK2JQJVFbP9g82XgJ8gjYx	file-J1jK2JjJVFbJG983Gy3ZqJPJ	file-J1jK2K0JVFbP9g82XgJ8gjZ5
chr18_chunk16	43999030	44005372	43965330	46665512	ukb24310_c18_b2200_v1.chunk1	file-J1jGvB8JZ7kffY3yGGxZx68g	file-J1jGvK0JZ7kkbvGgYx7V4XKp	file-J1jGvKQJZ7kY3qFx1z5gvFZk	file-J1jGvP8JZ7kkKf7fkJ8YkfPF
chr18_chunk16	44005373	44011636	43965330	46665512	ukb24310_c18_b2200_v1.chunk2	file-J1jGvJ8JZ7kVB69BgBFVQXg3	file-J1jGvPQJZ7kkbvGgYx7V4XP6	file-J1jGvPjJZ7kX9gG5PFFF4q5K	file-J1jGvQ0JZ7kY3qFx1z5gvFb0
chr18_chunk16	44011637	44019028	43965330	46665512	ukb24310_c18_b2200_v1.chunk3	file-J1jJ0VjJZ7kqkb68xB2yqfJG	file-J1jJ0Y8JZ7kgP1PkZJkKfQKp	file-J1jJ0YQJZ7kZpY8fJ1pX0yFj	file-J1jJ0YjJZ7kZ3pVbf4YY6Pqj
chr18_chunk16	44019030	44023865	43965330	46665512	ukb24310_c18_b2201_v1.chunk1	file-J1jGqx0JZ7kQp4yy6jqQkQv3	file-J1jGqyQJZ7kvVXQ8X6x4822G	file-J1jGqyjJZ7kbp5Z51GqGPxfz	file-J1jGqz0JZ7kx3556gyQY837Z
chr18_chunk16	44023868	44028653	43965330	46665512	ukb24310_c18_b2201_v1.chunk2	file-J1jGvG8JZ7kY3qFx1z5gvFYv	file-J1jGvP8JZ7kg56ZFXjx8B1g5	file-J1jGvPQJZ7kZKBFzFJB7xjyv	file-J1jGvPjJZ7kfx3fK3XFq16K4
chr18_chunk16	44028654	44033994	43965330	46665512	ukb24310_c18_b2201_v1.chunk3	file-J1jGv90JZ7kV2yZ2qpZ08K9k	file-J1jGvGQJZ7kz0jyQ6zKg6Y8P	file-J1jGvJjJZ7kfx3fK3XFq16Jj	file-J1jGvKQJZ7kY3k1X9893Pf88
chr18_chunk16	44033996	44039027	43965330	46665512	ukb24310_c18_b2201_v1.chunk4	file-J1jGx9jJZ7kV1p9k4Y0K2f21	file-J1jGxF0JZ7kqvjJZF7bbPvJ0	file-J1jGxF8JZ7kV1p9k4Y0K2f23	file-J1jGxFQJZ7kZpY8fJ1pX0x9b
chr18_chunk16	44039029	44044911	43965330	46665512	ukb24310_c18_b2202_v1.chunk1	file-J1jK7JQJVFb25Kx5Qb8q30ZY	file-J1jK7Q8JVFb50g90JVx22Fg6	file-J1jK7Q8JVFb3Q5qPKB55QVY1	file-J1jK7QQJVFbB6yvBQ2z91jj6
chr18_chunk16	44044914	44050682	43965330	46665512	ukb24310_c18_b2202_v1.chunk2	file-J1jK8Z0JVFb11p9k4Y0K8K2k	file-J1jK8b8JVFb3Q5qPKB55QVjF	file-J1jK8bQJVFb50g90JVx22Fpz	file-J1jK8bjJVFbB6yvBQ2z91jxp
chr18_chunk16	44050683	44059028	43965330	46665512	ukb24310_c18_b2202_v1.chunk3	file-J1jKG18JVFb1JpfF1KBJGG1Y	file-J1jKG30JVFbFFGk0Zg4pVFYG	file-J1jKG38JVFb2XJGFQzV6YjjY	file-J1jKG3QJVFbFbKV0pZX9fX76
chr18_chunk16	44059032	44064100	43965330	46665512	ukb24310_c18_b2203_v1.chunk1	file-J1jV8Z8JbZFXXJGFQzV71j3K	file-J1jV8bjJbZFgJZ8ppp3JjXvj	file-J1jV8bjJbZFk0YpkjQ91jV3F	file-J1jV8f0JbZFXj5k8fB7Y8P29
chr18_chunk16	44064101	44070117	43965330	46665512	ukb24310_c18_b2203_v1.chunk2	file-J1jV8q0JbZFZgFVX7K56VQ9q	file-J1jV8v8JbZFgvB1Z7fYgzXkZ	file-J1jV8vQJbZFp2v30fvB8J10v	file-J1jV8vjJbZFgvB1Z7fYgzXkf
chr18_chunk16	44070121	44076077	43965330	46665512	ukb24310_c18_b2203_v1.chunk3	file-J1jV9Q8JbZFZ3pVbf4YYxvB6	file-J1jV9VQJbZFyv46GK426YPYX	file-J1jV9VjJbZFzKkzF0q38vfK2	file-J1jV9X0JbZFYFvVbVGFkvj6x
chr18_chunk16	44076079	44079028	43965330	46665512	ukb24310_c18_b2203_v1.chunk4	file-J1jVF2jJbZFZzJv662fgkPV0	file-J1jVF48JbZFgq1qK33K5FKy7	file-J1jVF4QJbZFQgz1QQ1vvvfYZ	file-J1jVF4jJbZFQgz1QQ1vvvfYf
chr18_chunk16	44079029	44083130	43965330	46665512	ukb24310_c18_b2204_v1.chunk1	file-J1jK8KjJVFb86B1k0Z4bXvk3	file-J1jK8Q8JVFbFvjJZF7bbYKZ2	file-J1jK8QQJVFb282XJZ14Vyxv3	file-J1jK8QQJVFbFvjJZF7bbYKZ4
chr18_chunk16	44083131	44088745	43965330	46665512	ukb24310_c18_b2204_v1.chunk2	file-J1jK7z8JVFbJ1YXx1pyK4JKZ	file-J1jK80jJVFb02pjgbKpxJ2J2	file-J1jK80jJVFb50g90JVx22Fjy	file-J1jK810JVFb50g90JVx22Fk3
chr18_chunk16	44088747	44094160	43965330	46665512	ukb24310_c18_b2204_v1.chunk3	file-J1jK7xjJVFbFp5BB5G88y01z	file-J1jK7z0JVFb9j3G23kXPpQjy	file-J1jK7z8JVFb86B1k0Z4bX96x	file-J1jK7zQJVFbFp5BB5G88y02Z
chr18_chunk16	44094161	44099028	43965330	46665512	ukb24310_c18_b2204_v1.chunk4	file-J1jGp70JZ7kkbvGgYx7V4X8J	file-J1jGp88JZ7kvPF5f7v857F8x	file-J1jGp8QJZ7kkKf7fkJ8Ykf88	file-J1jGp8jJZ7kX9gG5PFFF4pyK
chr18_chunk16	44099031	44104587	43965330	46665512	ukb24310_c18_b2205_v1.chunk1	file-J1jGv80JZ7kbp5Z51GqGPxgP	file-J1jGv9jJZ7kQ659VFYPq67P3	file-J1jGvBjJZ7kQp4yy6jqQkQvx	file-J1jGvG0JZ7kV2yZ2qpZ08K9x
chr18_chunk16	44104588	44110216	43965330	46665512	ukb24310_c18_b2205_v1.chunk2	file-J1jGvBQJZ7kffY3yGGxZx68x	file-J1jGvK8JZ7kp6495QQVVGGzb	file-J1jGvKjJZ7kfx3fK3XFq16Jy	file-J1jGvP8JZ7kp6495QQVVGJ01
chr18_chunk16	44110217	44116018	43965330	46665512	ukb24310_c18_b2205_v1.chunk3	file-J1jGv1jJZ7kbp5Z51GqGPxg2	file-J1jGv38JZ7kbp5Z51GqGPxg4	file-J1jGv3QJZ7kx3556gyQY8B2Q	file-J1jGv3QJZ7kz0jyQ6zKg6Y7z
chr18_chunk16	44116022	44119028	43965330	46665512	ukb24310_c18_b2205_v1.chunk4	file-J1jK3b0JVFbJGG03kf5GpK8Z	file-J1jK3g0JVFbKKq6BJyZjZ0fB	file-J1jK3g8JVFb2YPf515fy2pQX	file-J1jK3gQJVFbKKq6BJyZjZ0fX
chr18_chunk16	44119032	44124934	43965330	46665512	ukb24310_c18_b2206_v1.chunk1	file-J1jV80QJbZFvPF5f7v85gFjv	file-J1jV82QJbZFkbvGgYx7VQKP3	file-J1jV82jJbZFkbvGgYx7VQKP5	file-J1jV830JbZFX9gG5PFFFPJv1
chr18_chunk16	44124935	44130977	43965330	46665512	ukb24310_c18_b2206_v1.chunk2	file-J1jV7ZQJbZFk1FXzxGv3Z7KB	file-J1jV7fjJbZFZ426ZjfB3Bfv1	file-J1jV7g8JbZFXy7YvgPQJ4yvk	file-J1jV7gQJbZFXy7YvgPQJ4yvq
chr18_chunk16	44130988	44139025	43965330	46665512	ukb24310_c18_b2206_v1.chunk3	file-J1jVFfjJbZFfgyv1p8KP0ZjP	file-J1jVFj8JbZFQgz1QQ1vvvffJ	file-J1jVFjQJbZFzKkzF0q38vfYg	file-J1jVFjjJbZFz8bVQ6KQq6pQP
chr18_chunk16	44139030	44144969	43965330	46665512	ukb24310_c18_b2207_v1.chunk1	file-J1jV808JbZFgvB1Z7fYgzXg5	file-J1jV828JbZFXy7YvgPQJ4yy0	file-J1jV82QJbZFp2v30fvB8Fkx6	file-J1jV82jJbZFYQK6kq7jYx3YX
chr18_chunk16	44144970	44150912	43965330	46665512	ukb24310_c18_b2207_v1.chunk2	file-J1jGv6QJZ7kz0jyQ6zKg6Y86	file-J1jGv7jJZ7kp3Bk2vqGJx83b	file-J1jGv80JZ7kY3qFx1z5gvFY5	file-J1jGv88JZ7kp3Bk2vqGJx83g
chr18_chunk16	44150914	44159025	43965330	46665512	ukb24310_c18_b2207_v1.chunk3	file-J1jJ0PQJZ7kVJpfF1KBJ4fvj	file-J1jJ0V8JZ7kQvKxQXqPyJbq3	file-J1jJ0VQJZ7kpBjXx12PgqQJB	file-J1jJ0VjJZ7kYXGFbzKk3Qp67
