chrom	start	end	chunk_start	chunk_end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr18_chunk2	2846347	2852039	2846347	5719999	ukb24310_c18_b142_v1.chunk2	file-J1gPJvjJ1J1VGXGq01g37kpP	file-J1gPJzQJ1J1vQfpqx6ZbJgb2	file-J1gPK08J1J1b0g90JVxKqGp6	file-J1gPK10J1J1b0g90JVxKqGp8
chr18_chunk2	2852043	2860000	2846347	5719999	ukb24310_c18_b142_v1.chunk3	file-J1gP50QJyPV9By2y1FbgbfGx	file-J1gP528JyPVGQfpqx6ZbJ31v	file-J1gP52QJyPVFZ8y12FG0FPjf	file-J1gP52jJyPVGQfpqx6ZbJ31y
chr18_chunk2	2860005	2865842	2846347	5719999	ukb24310_c18_b143_v1.chunk1	file-J1gKyzQJyPV6fY3yGGxV62J8	file-J1gKz0jJyPVJqz51JkXvX3kv	file-J1gKz10JyPV1pPV2FY6G9455	file-J1gKz18JyPVK7kPZ6vz02kKx
chr18_chunk2	2865845	2870391	2846347	5719999	ukb24310_c18_b143_v1.chunk2	file-J1gP0BQJyPV8G4BVZkGKk0x3	file-J1gP0GQJyPV8G4BVZkGKk0x8	file-J1gP0GQJyPV03K5Q2vBV7p29	file-J1gP0GjJyPVGz4XkKfpfxy7x
chr18_chunk2	2870393	2875963	2846347	5719999	ukb24310_c18_b143_v1.chunk3	file-J1gKzf0JyPV5zBgpkZjjY78x	file-J1gKzgQJyPVBBjXx12PZZP06	file-J1gKzgjJyPV0vKxQXqPq7K91	file-J1gKzgjJyPV0vKxQXqPq7K95
chr18_chunk2	2875964	2879999	2846347	5719999	ukb24310_c18_b143_v1.chunk4	file-J1gKxgjJyPV0p4yy6jqx3pb7	file-J1gKxk0JyPVKXBkpyjFk2135	file-J1gKxk8JyPVGVXQ8X6x0FP66	file-J1gKxkQJyPVJ3556gyQzxBfY
chr18_chunk2	2880002	2885797	2846347	5719999	ukb24310_c18_b144_v1.chunk1	file-J1jVxy8Jx9FK7kPZ6vz3kXxB	file-J1jVxzjJx9F6kbQGJ1p9YYY6	file-J1jVy00Jx9F1pPV2FY6PqV59	file-J1jVy00Jx9F17G1KpKvxkvVK
chr18_chunk2	2885798	2891098	2846347	5719999	ukb24310_c18_b144_v1.chunk2	file-J1jVyJjJx9F1pPV2FY6PqV5k	file-J1jVyQjJx9F2p6JkV9bVYz3z	file-J1jVyV0Jx9FF8P26pkkx35G4	file-J1jVyV0Jx9F2p6JkV9bVYz41
chr18_chunk2	2891104	2899998	2846347	5719999	ukb24310_c18_b144_v1.chunk3	file-J1jX38jJx9F6kbQGJ1p9YZ22	file-J1jX3BQJx9F7VJGkjZ4jX0j9	file-J1jX3BjJx9FGjbXfFvv8X5pV	file-J1jX3F0Jx9FGPF5f7v85gJkB
chr18_chunk2	2900002	2905718	2846347	5719999	ukb24310_c18_b145_v1.chunk1	file-J1jfbX8Jgx7KKq6BJyZk5qGg	file-J1jfbYQJgx70659VFYPqyb5Y	file-J1jfbYjJgx74KBFzFJB8y0F2	file-J1jfbZ0Jgx70659VFYPqyb5b
chr18_chunk2	2905720	2910391	2846347	5719999	ukb24310_c18_b145_v1.chunk2	file-J1jfb58Jgx7B6495QQVX94f7	file-J1jfb7QJgx7KKq6BJyZk5qG5	file-J1jfb7jJgx7756ZFXjx99pQq	file-J1jfb80Jgx74vyqybqjXbk5J
