chrom	start	end	chunk_start	chunk_end	vcf_prefix	output_bcf	output_bcf_idx	output_vep	output_vep_idx
chr18_chunk27	75995339	76001378	75995339	78974139	ukb24310_c18_b3800_v1.chunk1	file-J1jGxQQJ89pzKkzF0q38QP9B	file-J1jGxVjJ89pVpPV2FY6PFv5z	file-J1jGxX0J89py7kPZ6vz34F7z	file-J1jGxX8J89pV7G1KpKvx5yK4
chr18_chunk27	76001379	76006650	75995339	78974139	ukb24310_c18_b3800_v1.chunk2	file-J1jVBfjJp7jFPj313kbbQzQZ	file-J1jVBj0Jp7jKxpbk2ZJ6K5Gz	file-J1jVBj8Jp7j0k4BfYjpF4FFQ	file-J1jVBjQJp7j7gG1pQ6zX7ZJ0
chr18_chunk27	76006651	76015328	75995339	78974139	ukb24310_c18_b3800_v1.chunk3	file-J1jVKyQJp7j29gG5PFFFPK9q	file-J1jVP08Jp7j9bvGgYx7VQKzZ	file-J1jVP0QJp7jGPF5f7v85gG91	file-J1jVP0QJp7j9Kf7fkJ8Z678f
chr18_chunk27	76015330	76021021	75995339	78974139	ukb24310_c18_b3801_v1.chunk1	file-J1jf35QJgpx6VYfyK561B0JP	file-J1jf370JgpxB3Bk2vqGKPZ9Y	file-J1jf37QJgpx6VYfyK561B0Jk	file-J1jf37QJgpx6kY8bGYvGKQjb
chr18_chunk27	76021022	76027157	75995339	78974139	ukb24310_c18_b3801_v1.chunk2	file-J1jf27jJgpx6VYfyK561B07Z	file-J1jf298Jgpx6VYfyK561B07v	file-J1jf29QJgpxBbVVffqx3pB96	file-J1jf29jJgpx6VYfyK561B081
chr18_chunk27	76027158	76035320	75995339	78974139	ukb24310_c18_b3801_v1.chunk3	file-J1jJ1g8J89pX82XJZ14VxG6z	file-J1jJ1k0J89pQZjxzvg29qZb2	file-J1jJ1k8J89pQZjxzvg29qZb4	file-J1jJ1kQJ89pZFf1Qx6B520xK
chr18_chunk27	76035324	76041038	75995339	78974139	ukb24310_c18_b3802_v1.chunk1	file-J1jbXb0Jf79K919QZKZQVgb0	file-J1jbXfQJf793FqGX25Bpzj0Y	file-J1jbXfjJf793FqGX25Bpzj0g	file-J1jbXg0Jf79K919QZKZQVgb6
chr18_chunk27	76041039	76046723	75995339	78974139	ukb24310_c18_b3802_v1.chunk2	file-J1jf2yQJgpxPjGGzY77pf8xb	file-J1jf300Jgpx6GQF0K8yf6k7y	file-J1jf308JgpxP0zjX3vV4Bx6G	file-J1jf30QJgpx4vffVvBjyfY7x
chr18_chunk27	76046724	76052342	75995339	78974139	ukb24310_c18_b3802_v1.chunk3	file-J1jf2J0JgpxFGG2xb8zqZPbY	file-J1jf2K8JgpxK919QZKZQVvvX	file-J1jf2KQJgpx7PxB7FgXzbF6q	file-J1jf2KjJgpx2zXP1YbBVykPq
chr18_chunk27	76052344	76055311	75995339	78974139	ukb24310_c18_b3802_v1.chunk4	file-J1jbx28JgpxF1Q09pqGB3YkY	file-J1jbx38Jgpx0vKxQXqPz32zf	file-J1jbx3QJgpxBvP8z61y2gzqp	file-J1jbx3jJgpxFvjJZF7bf201q
chr18_chunk27	76055320	76061009	75995339	78974139	ukb24310_c18_b3803_v1.chunk1	file-J1jVB1jJp7jBgzJQYzvPGP14	file-J1jVB38Jp7j7gG1pQ6zX7ZG5	file-J1jVB3QJp7jKxpbk2ZJ6K5GP	file-J1jVB3jJp7jBgzJQYzvPGP1b
chr18_chunk27	76061010	76066535	75995339	78974139	ukb24310_c18_b3803_v1.chunk2	file-J1jf3z0Jgpx6GQF0K8yf6kBg	file-J1jf40QJgpxB3Bk2vqGKPZgq	file-J1jf40jJgpxGPF5f7v85pKj7	file-J1jf410Jgpx33qFx1z5jPQb2
chr18_chunk27	76066536	76071958	75995339	78974139	ukb24310_c18_b3803_v1.chunk3	file-J1jf4QQJgpxB3Bk2vqGKPZvq	file-J1jf4VjJgpx9bvGgYx7VZq05	file-J1jf4X0Jgpx33qFx1z5jPQfg	file-J1jf4X8Jgpx9bvGgYx7VZq0F
chr18_chunk27	76071959	76075303	75995339	78974139	ukb24310_c18_b3803_v1.chunk4	file-J1jbG5QJf7933qFx1z5jPGQX	file-J1jbG6QJf790kb0KFGX08vXb	file-J1jbG6jJf798vVG93JX1fXFQ	file-J1jbG70Jf794Ff1Qx6B5ykz0
chr18_chunk27	76075307	76081147	75995339	78974139	ukb24310_c18_b3804_v1.chunk1	file-J1jVB7jJp7j6q1F0JQpY83qf	file-J1jVB90Jp7j0k4BfYjpF4FF8	file-J1jVB98Jp7j6q1F0JQpY83qj	file-J1jVB9QJp7j4vvpvVPyf3x2z
chr18_chunk27	76081153	76086807	75995339	78974139	ukb24310_c18_b3804_v1.chunk2	file-J1jV9z8Jp7j0k4BfYjpF4FBF	file-J1jVB0QJp7j8G7G14VKPzgfv	file-J1jVB0jJp7j7JvqXjVzb8X2q	file-J1jVB10Jp7j7JvqXjVzb8X2x
chr18_chunk27	76086808	76095296	75995339	78974139	ukb24310_c18_b3804_v1.chunk3	file-J1jVKJQJp7j9bvGgYx7VQKyp	file-J1jVKP8Jp7jGPF5f7v85gG7Q	file-J1jVKPQJp7jGjbXfFvv8X4Gv	file-J1jVKPjJp7jGjbXfFvv8X4Gy
